-0.011785525,-0.000254396,0,0,3
-0.008093679,0.000223758,0,0.05,3
-0.008093679,0.000701911,0,0.1,3
-0.008093679,0.001180065,0,0.15,3
-0.004401832,0.001658218,0,0.2,3
-0.000709986,0.002136372,0,0.25,3
-0.000709986,0.002614526,0,0.3,3
0.00298186,0.003055898,0,0.35,3
0.00298186,0.003534052,0,0.4,3
0.006673707,0.004012205,0,0.45,3
0.010365553,0.004490359,0,0.5,3
0.0140574,0.004968512,0,0.55,3
0.017749246,0.005483447,0,0.6,3
0.017749246,0.0059616,0,0.65,3
0.021441092,0.006402973,0,0.7,3
0.021441092,0.006881126,0,0.75,3
0.025132939,0.00735928,0,0.8,3
0.028824785,0.007837433,0,0.85,3
0.028824785,0.008315587,0,0.9,3
0.032516631,0.00879374,0,0.95,3
0.032516631,0.009235113,0,1,3
0.036208478,0.009713266,0,1.05,3
0.039900324,0.010228201,0,1.1,3
0.04359217,0.010669573,0,1.15,3
0.047284017,0.011184508,0,1.2,3
0.050975863,0.011662661,0,1.25,3
0.054667709,0.012140815,0,1.3,3
0.058359556,0.012582187,0,1.35,3
0.058359556,0.01302356,0,1.4,3
0.062051402,0.013501713,0,1.45,3
0.065743249,0.013943086,0,1.5,3
0.065743249,0.014421239,0,1.55,3
0.069435095,0.014899393,0,1.6,3
0.073126941,0.015414327,0,1.65,3
0.076818788,0.0158557,0,1.7,3
0.080510634,0.016333853,0,1.75,3
0.08420248,0.016775226,0,1.8,3
0.087894327,0.017216598,0,1.85,3
0.091586173,0.017694752,0,1.9,3
0.095278019,0.018136124,0,1.95,3
0.098969866,0.018651059,0,2,3
0.102661712,0.019092432,0,2.05,3
0.106353558,0.019570585,0,2.1,3
0.110045405,0.020011958,0,2.15,3
0.113737251,0.02045333,0,2.2,3
0.117429098,0.020931484,0,2.25,3
0.12481279,0.021372856,0,2.3,3
0.132196483,0.021814228,0,2.35,3
0.135888329,0.022255601,0,2.4,3
0.139580176,0.022696973,0,2.45,3
0.143272022,0.023175127,0,2.5,3
0.150655715,0.023579718,0,2.55,3
0.158039408,0.024057872,0,2.6,3
0.1654231,0.024462463,0,2.65,3
0.172806793,0.024903836,0,2.7,3
0.176498639,0.025345208,0,2.75,3
0.183882332,0.0257498,0,2.8,3
0.191266025,0.026154391,0,2.85,3
0.194957871,0.026595764,0,2.9,3
0.202341564,0.027037136,0,2.95,3
0.213417103,0.027478509,0,3,3
0.220800796,0.027919881,0,3.05,3
0.228184488,0.028324473,0,3.1,3
0.239260027,0.028729064,0,3.15,3
0.250335567,0.029096874,0,3.2,3
0.261411106,0.029501466,0,3.25,3
0.272486645,0.029869276,0,3.3,3
0.283562184,0.030310649,0,3.35,3
0.294637723,0.030678459,0,3.4,3
0.305713262,0.031009489,0,3.45,3
0.324172494,0.031377299,0,3.5,3
0.335248033,0.031708328,0,3.55,3
0.353707265,0.032039358,0,3.6,3
0.372166496,0.032333606,0,3.65,3
0.390625728,0.032627854,0,3.7,3
0.412776806,0.032922103,0,3.75,3
0.434927885,0.033253132,0,3.8,3
0.457078963,0.03354738,0,3.85,3
0.479230041,0.033768067,0,3.9,3
0.501381119,0.034062315,0,3.95,3
0.53091589,0.034283001,0,4,3
0.556758814,0.034540468,0,4.05,3
0.586293585,0.034724374,0,4.1,3
0.608444663,0.034981841,0,4.15,3
0.641671281,0.035202527,0,4.2,3
0.671206052,0.035423213,0,4.25,3
0.704432669,0.035607119,0,4.3,3
0.730275593,0.035754243,0,4.35,3
0.759810364,0.035938148,0,4.4,3
0.793036981,0.036085272,0,4.45,3
0.822571752,0.036305958,0,4.5,3
0.85579837,0.036489864,0,4.55,3
0.889024987,0.036636988,0,4.6,3
0.929635297,0.036784112,0,4.65,3
0.962861914,0.036931236,0,4.7,3
0.999780378,0.03707836,0,4.75,3
1.033006995,0.037225484,0,4.8,3
1.066233612,0.037372608,0,4.85,3
1.103152076,0.037519733,0,4.9,3
1.140070539,0.037666857,0,4.95,3
1.176989003,0.037813981,0,5,3
1.213907466,0.037961105,0,5.05,3
1.254517776,0.038071448,0,5.1,3
1.287744394,0.038181791,0,5.15,3
1.320971011,0.038328916,0,5.2,3
1.361581321,0.038439259,0,5.25,3
1.398499784,0.038549602,0,5.3,3
1.435418248,0.038696726,0,5.35,3
1.476028558,0.038807069,0,5.4,3
1.512947022,0.038917412,0,5.45,3
1.557249178,0.038990974,0,5.5,3
1.594167641,0.039101317,0,5.55,3
1.638469798,0.03921166,0,5.6,3
1.671696415,0.039358785,0,5.65,3
1.712306725,0.039469128,0,5.7,3
1.749225189,0.039579471,0,5.75,3
1.786143652,0.039689814,0,5.8,3
1.826753962,0.039800157,0,5.85,3
1.867364272,0.0399105,0,5.9,3
1.907974582,0.040020843,0,5.95,3
1.952276738,0.040094405,0,6,3
1.989195202,0.040204749,0,6.05,3
2.029805512,0.040315092,0,6.1,3
2.070415822,0.040351873,0,6.15,3
2.114717978,0.040425435,0,6.2,3
2.151636442,0.040535778,0,6.25,3
2.188554905,0.04060934,0,6.3,3
2.232857062,0.040719683,0,6.35,3
2.266083679,0.040866807,0,6.4,3
2.310385835,0.040940369,0,6.45,3
2.350996145,0.041087494,0,6.5,3
2.395298301,0.041124275,0,6.55,3
2.435908611,0.041197837,0,6.6,3
2.476518921,0.041271399,0,6.65,3
2.520821078,0.04130818,0,6.7,3
2.561431388,0.041418523,0,6.75,3
2.598349851,0.041565647,0,6.8,3
2.638960161,0.04167599,0,6.85,3
2.679570471,0.041712771,0,6.9,3
2.720180781,0.041823114,0,6.95,3
2.760791091,0.041933457,0,7,3
2.801401401,0.04200702,0,7.05,3
2.849395404,0.042043801,0,7.1,3
2.886313867,0.042154144,0,7.15,3
2.926924177,0.042264487,0,7.2,3
2.971226334,0.042338049,0,7.25,3
3.01552849,0.042411611,0,7.3,3
3.059830646,0.042485173,0,7.35,3
3.100440956,0.042558735,0,7.4,3
3.133667573,0.042669078,0,7.45,3
3.174277883,0.042705859,0,7.5,3
3.222271886,0.042779421,0,7.55,3
3.255498503,0.042889765,0,7.6,3
3.307184352,0.042963327,0,7.65,3
3.344102816,0.043110451,0,7.7,3
3.388404972,0.043184013,0,7.75,3
3.429015282,0.043220794,0,7.8,3
3.443782668,0.043220794,0,7.85,3
3.440090821,0.043257575,0,7.9,3
3.436398975,0.043257575,0,7.95,3
3.436398975,0.043257575,0,8,3
3.440090821,0.043257575,0,8.05,3
3.440090821,0.043257575,0,8.1,3
3.440090821,0.043257575,0,8.15,3
3.432707129,0.043294356,0,8.2,3
3.436398975,0.043294356,0,8.25,3
3.440090821,0.043257575,0,8.3,3
3.436398975,0.043257575,0,8.35,3
3.440090821,0.043257575,0,8.4,3
3.436398975,0.043257575,0,8.45,3
3.432707129,0.043294356,0,8.5,3
3.429015282,0.043294356,0,8.55,3
3.432707129,0.043294356,0,8.6,3
3.436398975,0.043294356,0,8.65,3
3.425323436,0.043331137,0,8.7,3
3.432707129,0.043294356,0,8.75,3
3.432707129,0.043294356,0,8.8,3
3.429015282,0.043294356,0,8.85,3
3.432707129,0.043294356,0,8.9,3
3.436398975,0.043294356,0,8.95,3
3.436398975,0.043294356,0,9,3
3.432707129,0.043294356,0,9.05,3
3.440090821,0.043257575,0,9.1,3
3.425323436,0.043331137,0,9.15,3
3.436398975,0.043294356,0,9.2,3
3.443782668,0.043257575,0,9.25,3
3.436398975,0.043294356,0,9.3,3
3.440090821,0.043294356,0,9.35,3
3.432707129,0.043294356,0,9.4,3
3.436398975,0.043294356,0,9.45,3
3.436398975,0.043294356,0,9.5,3
3.436398975,0.043294356,0,9.55,3
3.429015282,0.043331137,0,9.6,3
3.440090821,0.043294356,0,9.65,3
3.436398975,0.043294356,0,9.7,3
3.432707129,0.043294356,0,9.75,3
3.436398975,0.043294356,0,9.8,3
3.429015282,0.043331137,0,9.85,3
3.425323436,0.043331137,0,9.9,3
3.425323436,0.043331137,0,9.95,3
3.429015282,0.043331137,0,10,3
