5.97E-02,1.83E-05
5.95E-02,1.83E-05
5.87E-02,1.74E-05
5.34E-02,7.04E-05
1.10E-02,4.96E-04
1.18E-01,1.74E-05
1.18E-01,1.83E-05
1.17E-01,1.83E-05
1.11E-01,8.23E-05
2.39E-02,9.58E-04
1.73E-01,4.57E-05
1.77E-01,1.83E-05
1.76E-01,1.74E-05
1.70E-01,7.68E-05
4.34E-02,1.36E-03
2.26E-01,1.02E-04
2.38E-01,1.83E-05
2.37E-01,1.83E-05
2.32E-01,6.95E-05
6.73E-02,1.73E-03
2.76E-01,1.88E-04
2.98E-01,1.83E-05
2.96E-01,1.83E-05
2.91E-01,6.12E-05
9.61E-02,2.04E-03
3.22E-01,3.03E-04
3.56E-01,1.83E-05
3.55E-01,1.83E-05
3.51E-01,5.39E-05
1.30E-01,2.30E-03
3.68E-01,4.44E-04
4.18E-01,1.83E-05
4.17E-01,1.83E-05
4.13E-01,5.12E-05
1.70E-01,2.52E-03
4.10E-01,6.14E-04
4.78E-01,1.83E-05
4.77E-01,1.83E-05
4.74E-01,4.75E-05
2.13E-01,2.69E-03
4.47E-01,8.14E-04
5.36E-01,1.83E-05
5.35E-01,1.83E-05
5.32E-01,4.20E-05
2.59E-01,2.80E-03
4.85E-01,1.04E-03
5.98E-01,1.74E-05
5.97E-01,1.74E-05
5.95E-01,3.66E-05
3.13E-01,2.90E-03
5.16E-01,1.30E-03
6.56E-01,1.83E-05
6.55E-01,1.83E-05
6.52E-01,3.29E-05
3.67E-01,2.94E-03
5.48E-01,1.57E-03
7.17E-01,1.83E-05
7.16E-01,1.83E-05
7.14E-01,3.11E-05
4.26E-01,2.95E-03
5.75E-01,1.89E-03
7.77E-01,1.83E-05
7.75E-01,1.83E-05
7.73E-01,2.93E-05
4.87E-01,2.92E-03
6.02E-01,2.22E-03
8.39E-01,1.83E-05
8.37E-01,1.83E-05
8.36E-01,2.83E-05
5.55E-01,2.86E-03
6.25E-01,2.59E-03
8.98E-01,1.83E-05
8.97E-01,1.83E-05
8.95E-01,2.65E-05
6.24E-01,2.77E-03
6.44E-01,2.97E-03
9.57E-01,1.83E-05
9.56E-01,1.83E-05
9.56E-01,2.47E-05
6.96E-01,2.64E-03
6.61E-01,3.38E-03
1.02E+00,1.83E-05
1.02E+00,1.83E-05
1.02E+00,2.19E-05
7.72E-01,2.49E-03
6.79E-01,3.80E-03
1.08E+00,1.83E-05
1.08E+00,1.83E-05
1.08E+00,2.10E-05
8.49E-01,2.31E-03
6.93E-01,4.25E-03
1.14E+00,1.83E-05
1.13E+00,1.83E-05
1.13E+00,2.01E-05
9.26E-01,2.13E-03
7.08E-01,4.68E-03
1.20E+00,1.83E-05
1.20E+00,1.83E-05
1.20E+00,2.01E-05
1.01E+00,1.94E-03
7.23E-01,5.12E-03
1.26E+00,1.83E-05
1.26E+00,1.83E-05
1.26E+00,1.92E-05
1.08E+00,1.76E-03
7.39E-01,5.54E-03
1.32E+00,1.83E-05
1.32E+00,1.83E-05
1.32E+00,1.92E-05
1.16E+00,1.59E-03
7.56E-01,5.96E-03
1.38E+00,1.92E-05
1.37E+00,1.83E-05
1.37E+00,1.83E-05
1.23E+00,1.43E-03
7.78E-01,6.34E-03
1.44E+00,1.83E-05
1.44E+00,1.83E-05
1.44E+00,1.83E-05
1.31E+00,1.28E-03
7.99E-01,6.71E-03
1.50E+00,1.83E-05
1.50E+00,1.83E-05
1.50E+00,1.83E-05
1.38E+00,1.15E-03
8.22E-01,7.06E-03
1.56E+00,1.83E-05
1.56E+00,1.83E-05
1.56E+00,1.83E-05
1.46E+00,1.03E-03
8.46E-01,7.41E-03
1.61E+00,1.83E-05
1.61E+00,1.83E-05
1.61E+00,1.83E-05
1.53E+00,9.09E-04
8.73E-01,7.71E-03
1.68E+00,1.92E-05
1.68E+00,1.83E-05
1.68E+00,1.92E-05
1.60E+00,8.11E-04
9.03E-01,8.02E-03
1.74E+00,1.83E-05
1.74E+00,1.83E-05
1.74E+00,1.83E-05
1.67E+00,7.18E-04
9.32E-01,8.31E-03
1.80E+00,1.83E-05
1.80E+00,1.83E-05
1.80E+00,1.83E-05
1.74E+00,6.37E-04
9.63E-01,8.57E-03
1.86E+00,1.83E-05
1.86E+00,1.83E-05
1.86E+00,1.83E-05
1.80E+00,5.59E-04
9.95E-01,8.83E-03
1.92E+00,1.83E-05
1.92E+00,1.83E-05
1.92E+00,1.83E-05
1.87E+00,4.95E-04
1.03E+00,9.08E-03
1.97E+00,1.83E-05
1.97E+00,1.83E-05
1.97E+00,1.83E-05
1.93E+00,4.31E-04
1.06E+00,9.31E-03
2.04E+00,1.83E-05
2.04E+00,1.83E-05
2.03E+00,1.83E-05
2.00E+00,3.80E-04
1.10E+00,9.53E-03
2.10E+00,1.83E-05
2.10E+00,1.83E-05
2.10E+00,1.83E-05
2.06E+00,3.34E-04
1.14E+00,9.75E-03
2.16E+00,1.83E-05
2.16E+00,1.83E-05
2.16E+00,1.83E-05
2.13E+00,2.92E-04
1.18E+00,9.95E-03
2.21E+00,1.83E-05
2.21E+00,1.83E-05
2.21E+00,1.83E-05
2.19E+00,2.52E-04
1.21E+00,1.01E-02
2.28E+00,1.83E-05
2.28E+00,1.83E-05
2.27E+00,1.83E-05
2.25E+00,2.19E-04
1.26E+00,1.03E-02
2.34E+00,1.83E-05
2.34E+00,1.83E-05
2.34E+00,1.83E-05
2.32E+00,1.94E-04
1.30E+00,1.05E-02
2.40E+00,1.83E-05
2.40E+00,1.83E-05
2.40E+00,1.83E-05
2.38E+00,1.70E-04
1.34E+00,1.07E-02
2.46E+00,1.83E-05
2.46E+00,1.83E-05
2.46E+00,1.83E-05
2.44E+00,1.48E-04
1.38E+00,1.08E-02
2.52E+00,1.83E-05
2.52E+00,1.83E-05
2.52E+00,1.83E-05
2.50E+00,1.29E-04
1.49E+00,1.04E-02
2.52E+00,6.09E-04
2.58E+00,1.83E-05
2.58E+00,1.83E-05
2.57E+00,1.12E-04
1.59E+00,9.92E-03
2.51E+00,1.22E-03
2.64E+00,1.83E-05
2.64E+00,1.83E-05
2.63E+00,9.96E-05
1.70E+00,9.43E-03
2.51E+00,1.86E-03
2.70E+00,1.92E-05
2.70E+00,1.83E-05
2.69E+00,8.78E-05
1.81E+00,8.90E-03
2.50E+00,2.51E-03
2.76E+00,1.83E-05
2.76E+00,1.83E-05
2.75E+00,7.68E-05
1.93E+00,8.37E-03
2.49E+00,3.18E-03
2.82E+00,1.83E-05
2.81E+00,1.83E-05
2.81E+00,7.13E-05
2.04E+00,7.83E-03
2.48E+00,3.85E-03
2.88E+00,2.01E-05
2.87E+00,1.83E-05
2.87E+00,6.22E-05
2.15E+00,7.29E-03
2.48E+00,4.51E-03
2.94E+00,1.83E-05
2.94E+00,1.83E-05
2.93E+00,5.39E-05
2.27E+00,6.76E-03
2.47E+00,5.16E-03
3.00E+00,1.92E-05
2.99E+00,1.83E-05
2.99E+00,4.66E-05
2.38E+00,6.25E-03
2.47E+00,5.78E-03
3.06E+00,1.83E-05
3.06E+00,1.83E-05
3.05E+00,4.39E-05
2.49E+00,5.76E-03
2.47E+00,6.38E-03
3.12E+00,1.83E-05
3.12E+00,1.83E-05
3.11E+00,4.11E-05
2.59E+00,5.30E-03
2.47E+00,6.94E-03
3.18E+00,1.83E-05
3.18E+00,1.83E-05
3.17E+00,3.66E-05
2.70E+00,4.85E-03
2.47E+00,7.48E-03
3.24E+00,1.83E-05
3.24E+00,1.92E-05
3.23E+00,3.38E-05
2.80E+00,4.44E-03
2.48E+00,7.99E-03
3.30E+00,2.19E-05
3.29E+00,2.19E-05
3.29E+00,3.47E-05
2.90E+00,4.05E-03
2.49E+00,8.47E-03
3.36E+00,2.01E-05
3.36E+00,2.01E-05
3.35E+00,3.38E-05
2.99E+00,3.69E-03
2.51E+00,8.93E-03
3.42E+00,2.01E-05
3.42E+00,2.01E-05
3.42E+00,3.29E-05
3.09E+00,3.35E-03
2.52E+00,9.36E-03
3.47E+00,1.92E-05
3.47E+00,1.92E-05
3.47E+00,2.74E-05
3.18E+00,3.03E-03
2.54E+00,9.75E-03
3.53E+00,2.38E-05
3.53E+00,2.29E-05
3.53E+00,3.02E-05
3.27E+00,2.74E-03
2.56E+00,1.01E-02
3.60E+00,2.19E-05
3.59E+00,2.19E-05
3.59E+00,2.74E-05
3.35E+00,2.46E-03
2.58E+00,1.05E-02
3.66E+00,2.56E-05
3.66E+00,2.93E-05
3.66E+00,3.02E-05
3.44E+00,2.22E-03
2.61E+00,1.08E-02
3.72E+00,2.83E-05
3.72E+00,2.74E-05
3.71E+00,3.02E-05
3.52E+00,1.98E-03
2.64E+00,1.11E-02
3.78E+00,2.56E-05
3.78E+00,3.20E-05
3.78E+00,3.29E-05
3.60E+00,1.78E-03
2.67E+00,1.14E-02
3.84E+00,2.19E-05
3.83E+00,2.38E-05
3.83E+00,2.65E-05
3.68E+00,1.58E-03
2.70E+00,1.16E-02
3.90E+00,2.29E-05
3.89E+00,2.29E-05
3.89E+00,2.38E-05
3.76E+00,1.41E-03
2.74E+00,1.19E-02
3.95E+00,2.19E-05
3.95E+00,2.65E-05
3.95E+00,2.56E-05
3.83E+00,1.25E-03
2.77E+00,1.21E-02
4.02E+00,2.01E-05
4.02E+00,2.19E-05
4.01E+00,2.19E-05
3.91E+00,1.11E-03
2.81E+00,1.23E-02
4.08E+00,2.19E-05
4.08E+00,2.01E-05
4.07E+00,2.10E-05
3.98E+00,9.84E-04
2.85E+00,1.25E-02
4.14E+00,2.47E-05
4.14E+00,2.38E-05
4.14E+00,2.29E-05
4.05E+00,8.76E-04
2.89E+00,1.27E-02
4.20E+00,2.01E-05
4.19E+00,2.56E-05
4.19E+00,2.38E-05
4.12E+00,7.69E-04
2.93E+00,1.28E-02
4.26E+00,2.10E-05
4.25E+00,2.29E-05
4.25E+00,2.10E-05
4.19E+00,6.79E-04
2.98E+00,1.30E-02
4.32E+00,1.92E-05
4.31E+00,1.92E-05
4.31E+00,2.19E-05
4.26E+00,5.96E-04
3.02E+00,1.31E-02
4.37E+00,1.92E-05
4.37E+00,1.83E-05
4.37E+00,2.01E-05
4.32E+00,5.28E-04
3.07E+00,1.32E-02
4.43E+00,1.83E-05
4.43E+00,1.92E-05
4.43E+00,2.01E-05
4.39E+00,4.61E-04
3.11E+00,1.33E-02
4.50E+00,2.19E-05
4.50E+00,2.38E-05
4.49E+00,2.29E-05
4.46E+00,4.09E-04
3.16E+00,1.35E-02
4.55E+00,2.01E-05
4.55E+00,2.19E-05
4.55E+00,2.01E-05
4.52E+00,3.55E-04
3.20E+00,1.35E-02
4.62E+00,2.29E-05
4.61E+00,2.29E-05
4.61E+00,2.56E-05
4.59E+00,3.15E-04
3.25E+00,1.36E-02
4.67E+00,2.47E-05
4.67E+00,3.02E-05
4.67E+00,2.47E-05
4.65E+00,2.78E-04
3.29E+00,1.37E-02
4.73E+00,2.01E-05
4.73E+00,2.38E-05
4.73E+00,2.19E-05
4.71E+00,2.41E-04
3.34E+00,1.38E-02
4.79E+00,2.01E-05
4.79E+00,2.10E-05
4.79E+00,2.01E-05
4.78E+00,2.10E-04
3.38E+00,1.38E-02
4.85E+00,1.92E-05
4.85E+00,2.19E-05
4.85E+00,1.92E-05
4.84E+00,1.86E-04
3.42E+00,1.39E-02
4.91E+00,2.01E-05
4.91E+00,2.47E-05
4.91E+00,2.01E-05
4.90E+00,1.59E-04
3.57E+00,1.30E-02
4.87E+00,9.27E-04
4.97E+00,2.01E-05
4.97E+00,1.92E-05
4.96E+00,1.42E-04
3.72E+00,1.22E-02
4.82E+00,1.81E-03
5.03E+00,2.01E-05
5.03E+00,1.83E-05
5.02E+00,1.22E-04
3.87E+00,1.14E-02
4.78E+00,2.66E-03
5.09E+00,2.19E-05
5.09E+00,2.10E-05
5.08E+00,1.10E-04
4.01E+00,1.06E-02
4.74E+00,3.48E-03
5.15E+00,2.38E-05
5.15E+00,2.29E-05
5.14E+00,9.69E-05
4.15E+00,9.83E-03
4.70E+00,4.26E-03
5.21E+00,3.02E-05
5.21E+00,2.65E-05
5.21E+00,9.05E-05
4.28E+00,9.12E-03
4.67E+00,5.01E-03
5.27E+00,2.83E-05
5.27E+00,2.29E-05
5.27E+00,7.95E-05
4.41E+00,8.44E-03
4.63E+00,5.71E-03
5.33E+00,1.92E-05
5.33E+00,2.01E-05
5.33E+00,6.67E-05
4.54E+00,7.80E-03
4.60E+00,6.38E-03
5.39E+00,2.56E-05
5.39E+00,2.65E-05
5.39E+00,6.31E-05
4.66E+00,7.18E-03
4.58E+00,7.03E-03
5.45E+00,2.93E-05
5.45E+00,3.11E-05
5.45E+00,6.40E-05
4.78E+00,6.61E-03
4.55E+00,7.62E-03
5.51E+00,3.29E-05
5.51E+00,3.11E-05
5.51E+00,5.39E-05
4.90E+00,6.07E-03
1.78E+00,2.97E-02
